date	close
1514345519.27	1077.00
1514345551.73	1078.00
1514345556.98	1077.00
1514345562.24	1078.00
1514345566.21	1078.00
1514345703.15	1077.00
1514345708.41	1078.00
1514345713.67	1078.00
1514345718.93	1077.00
1514345722.9	1077.00
1514345728.16	1078.00
1514345732.13	1077.00
1514345737.38	1077.00
1514345742.64	1078.00
1514345747.9	1077.00
1514345754.45	1077.00
1514345758.42	1078.00
1514345763.68	1077.00
1514345768.94	1077.00
1514345774.2	1077.00
1514345779.46	1077.00
1514345784.72	1078.00
1514345788.69	1077.00
1514345793.95	1077.00
1514345797.92	1078.00
1514345803.18	1077.00
1514345809.73	1077.00
1514345813.69	1077.00
1514345818.95	1078.00
1514345822.92	1078.00
1514345834.74	1052.00
1514345840.55	1052.00
1514345845.26	1051.00
1514345850.51	1052.00
1514345854.48	1052.00
1514345859.74	1052.00
1514345865.0	1052.00
1514345870.26	1052.00
1514345874.23	1053.00
1514345878.2	1052.00
1514345883.46	1052.00
1514345888.72	1052.00
1514345893.97	1052.00
1514345903.21	1052.00
1514345907.17	1052.00
1514345912.44	1052.00
1514345917.69	1052.00
1514345922.95	1052.00
1514345928.21	1052.00
1514345932.18	1052.00
1514345937.44	1053.00
1514345941.41	1052.00
1514345946.66	1052.00
1514345950.64	1052.00
1514345955.9	1052.00
1514345961.15	1052.00
1514345965.12	1052.00
1514345970.38	1052.00
1514345974.35	1052.00
1514345979.61	1052.00
1514345984.87	1052.00
1514345990.12	1052.00
1514345994.09	1052.00
1514345998.07	1052.00
1514346003.32	1052.00
1514346008.58	1052.00
1514346013.84	1052.00
1514346019.1	1052.00
1514346024.36	1052.00
1514346028.33	1052.00
1514346033.59	1052.00
1514346037.59	1052.00
1514346042.82	1052.00
1514346049.37	1051.00
1514346053.34	1052.00
1514346058.6	1052.00
1514346062.57	1053.00
1514346067.83	1076.00
1514346073.08	1077.00
1514346078.35	1077.00
1514346082.31	1078.00
1514346086.28	1077.00
1514346091.55	1078.00
1514346096.8	1078.00
1514346102.06	1077.00
1514346107.32	1077.00
1514346112.58	1078.00
1514346116.54	1078.00
1514346121.8	1077.00
1514346125.78	1078.00
1514346131.67	1078.00
1514346136.3	1077.00
1514346140.26	1078.00
1514346145.52	1078.00
1514346149.49	1078.00
1514346154.75	1078.00
1514346160.01	1078.00
1514346165.26	1078.00
1514346169.23	1078.00
1514346173.2	1077.00
1514346182.43	1078.00
1514346187.69	1077.00
1514346192.95	1078.00
1514346198.21	1077.00
1514346202.18	1077.00
1514346206.15	1078.00
1514346211.41	1078.00
1514346216.66	1077.00
1514346221.92	1078.00
1514346227.18	1077.00
1514346232.44	1077.00
1514346236.41	1077.00
1514346241.67	1078.00
1514346245.64	1077.00
1514346250.9	1078.00
1514346256.16	1078.00
1514346260.12	1078.00
1514346265.38	1078.00
1514346269.35	1077.00
1514346274.61	1078.00
1514346279.87	1078.00
1514346285.13	1078.00
1514346289.1	1078.00
1514346293.07	1077.00
1514346298.33	1078.00
1514346303.59	1078.00
1514346308.85	1077.00
1514346314.11	1078.00
1514346319.37	1078.00
1514346323.34	1078.00
1514346328.59	1078.00
1514346332.57	1077.00
1514346337.82	1077.00
1514346343.08	1078.00
1514346348.62	1078.00
1514346353.61	1077.00
1514346357.58	1077.00
1514346362.83	1078.00
1514346368.09	1077.00
1514346373.35	1078.00
1514346378.61	1077.00
1514346383.87	1078.00
1514346387.84	1078.00
1514346393.1	1078.00
1514346398.36	1077.00
1514346403.61	1077.00
1514346408.87	1077.00
1514346412.84	1077.00
1514346418.1	1077.00
1514346422.07	1077.00
1514346427.33	1078.00
1514346432.6	1077.00
1514346437.85	1078.00
1514346441.82	1077.00
1514346445.8	1077.00
1514346451.05	1078.00
1514346456.31	1078.00
1514346461.57	1078.00
1514346466.83	1078.00
1514346472.09	1078.00
1514346476.06	1077.00
1514346481.32	1077.00
1514346485.28	1078.00
1514346490.54	1078.00
1514346497.09	1078.00
1514346501.06	1077.00
1514346506.33	1078.00
1514346510.29	1078.00
1514346515.55	1078.00
1514346520.81	1077.00
1514346526.07	1078.00
1514346530.05	1077.00
1514346534.01	1078.00
1514346539.72	1078.00
1514346544.53	1077.00
1514346549.79	1077.00
1514346555.08	1078.00
1514346560.31	1077.00
1514346564.27	1078.00
1514346569.54	1077.00
1514346573.51	1078.00
1514346578.76	1077.00
1514346584.02	1078.00
1514346589.29	1077.00
1514346593.25	1078.00
1514346597.22	1077.00
1514346602.49	1077.00
1514346607.75	1077.00
1514346613.0	1077.00
1514346622.23	1078.00
1514346626.2	1078.00
1514346631.46	1078.00
1514346636.72	1077.00
1514346641.98	1077.00
1514346647.24	1077.00
1514346651.21	1078.00
1514346656.47	1077.00
1514346660.44	1078.00
1514346665.7	1078.00
1514346670.96	1077.00
1514346676.22	1077.00
1514346681.48	1078.00
1514346685.46	1078.00
1514346690.71	1077.00
1514346695.97	1078.00
1514346701.23	1077.00
1514346706.49	1077.00
1514346711.75	1078.00
1514346715.72	1077.00
1514346720.97	1077.00
1514346724.95	1077.00
1514346730.21	1078.00
1514346736.76	1077.00
1514346740.73	1077.00
1514346745.99	1078.00
1514346749.95	1078.00
1514346755.21	1077.00
1514346760.48	1077.00
1514346765.73	1078.00
1514346769.7	1077.00
1514346773.67	1078.00
1514346778.93	1077.00
1514346784.2	1077.00
1514346789.45	1077.00
1514346794.71	1077.00
1514346799.97	1077.00
1514346803.94	1078.00
1514346809.2	1077.00
1514346813.17	1077.00
1514346818.43	1077.00
1514346823.69	1077.00
1514346827.66	1077.00
1514346832.92	1078.00
1514346836.89	1077.00
1514346842.15	1077.00
1514346847.41	1077.00
1514346852.67	1077.00
1514346861.89	1077.00
1514346867.15	1078.00
1514346872.41	1078.00
1514346877.67	1078.00
1514346882.93	1077.00
1514346888.19	1078.00
1514346892.16	1077.00
1514346897.42	1078.00
1514346901.39	1077.00
1514346906.65	1078.00
1514346911.91	1077.00
1514346917.17	1077.00
1514346921.14	1078.00
1514346925.11	1077.00
1514346930.37	1078.00
1514346935.62	1077.00
1514346940.9	1078.00
1514346946.15	1078.00
1514346951.4	1078.00
1514346955.37	1078.00
1514346960.63	1077.00
1514346965.89	1077.00
1514346971.15	1078.00
1514346976.41	1077.00
1514346980.38	1077.00
1514346985.64	1077.00
1514346989.61	1077.00
1514346994.87	1078.00
1514347000.13	1078.00
1514347005.39	1078.00
1514347009.36	1077.00
1514347013.36	1078.00
1514347019.06	1078.00
1514347023.85	1078.00
1514347029.1	1077.00
1514347034.36	1078.00
1514347039.62	1078.00
1514347043.59	1077.00
1514347048.85	1078.00
1514347052.82	1077.00
1514347058.08	1077.00
1514347064.63	1078.00
1514347068.6	1077.00
1514347077.83	1077.00
1514347083.09	1078.00
1514347088.35	1078.00
1514347093.6	1077.00
1514347097.57	1077.00
1514347101.54	1078.00
1514347106.8	1077.00
1514347112.06	1078.00
1514347117.31	1077.00
1514347122.58	1077.00
1514347127.84	1078.00
1514347131.8	1077.00
1514347137.07	1077.00
1514347141.05	1077.00
1514347146.3	1078.00
1514347151.55	1078.00
1514347156.82	1078.00
1514347162.07	1077.00
1514347168.62	1078.00
1514347172.6	1077.00
1514347177.85	1078.00
1514347183.11	1078.00
1514347187.09	1077.00
1514347193.28	1077.00
1514347197.6	1078.00
1514347202.86	1077.00
1514347208.12	1078.00
1514347213.38	1078.00
1514347217.35	1078.00
1514347221.32	1077.00
1514347226.58	1077.00
1514347232.0	1077.00
1514347237.1	1078.00
1514347242.36	1078.00
1514347247.62	1077.00
1514347251.59	1078.00
1514347256.85	1078.00
1514347260.81	1077.00
1514347271.33	1078.00
1514347276.59	1077.00
1514347281.85	1078.00
1514347285.82	1077.00
1514347291.08	1077.00
1514347296.34	1078.00
1514347301.6	1078.00
1514347306.86	1078.00
1514347312.12	1077.00
1514347316.09	1078.00
1514347321.35	1077.00
1514347326.61	1078.00
1514347331.87	1078.00
1514347335.84	1078.00
1514347339.81	1078.00
1514347345.07	1078.00
1514347349.04	1078.00
1514347354.3	1077.00
1514347359.55	1077.00
1514347364.81	1077.00
1514347368.78	1078.00
1514347372.75	1078.00
1514347378.01	1078.00
1514347383.27	1078.00
1514347388.53	1077.00
1514347395.08	1078.00
1514347400.34	1077.00
1514347404.31	1078.00
1514347409.57	1078.00
1514347413.54	1077.00
1514347418.8	1077.00
1514347425.35	1078.00
1514347429.32	1078.00
1514347434.58	1077.00
1514347439.84	1078.00
1514347445.1	1078.00
1514347455.62	1078.00
1514347459.59	1077.00
1514347464.84	1078.00
1514347468.81	1077.00
1514347474.07	1077.00
1514347479.33	1077.00
1514347485.77	1077.00
1514347489.85	1078.00
1514347493.82	1078.00
1514347499.08	1077.00
1514347504.34	1077.00
1514347509.6	1077.00
1514347514.86	1078.00
1514347520.12	1078.00
1514347524.08	1077.00
1514347529.34	1078.00
1514347533.32	1077.00
1514347538.57	1077.00
1514347545.12	1078.00
1514347550.0	1077.00
1514347555.64	1078.00
1514347560.9	1077.00
1514347566.16	1078.00
1514347571.42	1077.00
1514347576.68	1078.00
1514347580.65	1078.00
1514347585.91	1078.00
1514347589.89	1077.00
1514347595.14	1078.00
1514347600.4	1078.00
1514347605.66	1077.00
1514347609.63	1078.00
1514347613.61	1077.00
1514347618.86	1078.00
1514347624.12	1077.00
1514347629.38	1077.00
1514347638.61	1077.00
1514347642.57	1077.00
1514347647.83	1078.00
1514347653.09	1077.00
1514347658.35	1077.00
1514347663.61	1077.00
1514347667.58	1077.00
1514347672.84	1078.00
1514347676.82	1078.00
1514347682.07	1077.00
1514347686.04	1077.00
1514347691.3	1077.00
1514347696.56	1078.00
1514347700.53	1077.00
1514347706.58	1078.00
1514347711.05	1078.00
1514347716.31	1077.00
1514347721.57	1077.00
1514347725.54	1077.00
1514347729.51	1078.00
1514347733.48	1077.00
1514347738.74	1078.00
1514347743.99	1078.00
1514347749.26	1077.00
1514347754.51	1078.00
1514347759.77	1078.00
1514347763.74	1078.00
1514347769.0	1077.00
1514347772.96	1077.00
1514347783.49	1077.00
1514347787.45	1077.00
1514347792.71	1078.00
1514347796.68	1077.00
1514347801.94	1077.00
1514347805.91	1077.00
1514347811.17	1077.00
1514347816.43	1077.00
1514347820.4	1077.00
1514347825.66	1077.00
1514347829.63	1077.00
1514347834.89	1078.00
1514347840.14	1077.00
1514347845.4	1078.00
1514347849.37	1078.00
1514347853.34	1077.00
1514347858.6	1077.00
1514347863.86	1077.00
1514347869.12	1077.00
1514347874.38	1077.00
1514347879.64	1077.00
1514347883.61	1077.00
1514347888.87	1078.00
1514347892.84	1077.00
1514347898.11	1078.00
1514347904.65	1077.00
1514347908.62	1077.00
1514347913.88	1077.00
1514347917.85	1078.00
1514347923.1	1078.00
1514347928.37	1077.00
1514347933.62	1077.00
1514347937.59	1078.00
1514347941.57	1077.00
1514347946.83	1077.00
1514347952.08	1077.00
1514347957.34	1077.00
1514347962.6	1077.00
1514347967.86	1077.00
1514347971.83	1077.00
1514347977.09	1077.00
1514347981.07	1078.00
1514347986.32	1078.00
1514347991.58	1077.00
1514347995.55	1077.00
1514348000.8	1078.00
1514348004.78	1077.00
1514348010.04	1077.00
1514348015.29	1078.00
1514348020.55	1078.00
1514348025.81	1077.00
1514348030.97	1077.00
1514348035.05	1078.00
1514348040.3	1078.00
1514348045.56	1078.00
1514348050.82	1078.00
1514348056.08	1078.00
1514348060.06	1078.00
1514348065.31	1078.00
1514348069.28	1077.00
1514348074.55	1078.00
1514348079.8	1078.00
1514348085.06	1077.00
1514348089.03	1077.00
1514348093.0	1077.00
1514348098.26	1077.00
1514348103.52	1077.00
1514348108.78	1078.00
1514348114.03	1077.00
1514348119.3	1078.00
1514348123.27	1077.00
1514348128.53	1078.00
1514348132.5	1078.00
1514348143.02	1078.00
1514348146.99	1078.00
1514348152.25	1078.00
1514348156.22	1077.00
1514348161.47	1078.00
1514348165.44	1078.00
1514348170.7	1078.00
1514348175.96	1078.00
1514348179.93	1078.00
1514348185.19	1078.00
1514348189.16	1077.00
1514348194.42	1078.00
1514348199.68	1078.00
1514348204.94	1078.00
1514348208.91	1078.00
1514348212.87	1078.00
1514348218.78	1078.00
1514348223.39	1078.00
1514348228.65	1078.00
1514348233.91	1078.00
1514348239.17	1078.00
1514348243.14	1078.00
1514348248.4	1078.00
1514348252.37	1078.00
1514348257.63	1078.00
1514348264.17	1078.00
1514348268.14	1077.00
1514348273.41	1078.00
1514348277.37	1077.00
1514348282.63	1077.00
1514348287.89	1077.00
1514348293.15	1078.00
1514348297.13	1078.00
1514348301.09	1078.00
1514348306.35	1078.00
1514348311.61	1078.00
1514348316.87	1078.00
1514348322.14	1077.00
1514348327.39	1078.00
1514348331.36	1077.00
1514348336.62	1077.00
1514348340.59	1077.00
1514348345.85	1078.00
1514348351.1	1077.00
1514348356.36	1077.00
1514348365.6	1078.00
1514348370.86	1077.00
1514348376.12	1078.00
1514348381.38	1078.00
1514348386.63	1078.00
1514348391.9	1078.00
1514348395.86	1077.00
1514348401.12	1078.00
1514348405.09	1077.00
1514348410.35	1078.00
1514348416.9	1077.00
1514348420.87	1078.00
1514348426.13	1078.00
1514348431.38	1078.00
1514348437.93	1078.00
1514348443.19	1078.00
1514348448.45	1078.00
1514348452.42	1077.00
1514348457.68	1077.00
1514348461.65	1077.00
1514348466.91	1078.00
1514348472.17	1077.00
1514348476.14	1077.00
1514348481.41	1077.00
1514348485.37	1077.00
1514348490.63	1077.00
1514348495.89	1078.00
1514348501.15	1078.00
1514348506.41	1077.00
1514348511.67	1078.00
1514348515.64	1077.00
1514348520.91	1078.00
1514348524.87	1077.00
1514348530.13	1077.00
1514348536.68	1077.00
1514348540.65	1077.00
1514348549.88	1078.00
1514348555.14	1078.00
1514348560.4	1078.00
1514348565.65	1077.00
1514348569.62	1078.00
1514348573.59	1077.00
1514348578.86	1077.00
1514348584.12	1077.00
1514348589.37	1078.00
1514348594.63	1078.00
1514348599.9	1078.00
1514348603.86	1078.00
1514348609.12	1078.00
1514348613.09	1077.00
1514348618.35	1078.00
1514348623.61	1077.00
1514348627.58	1077.00
1514348632.84	1078.00
1514348636.8	1078.00
1514348642.06	1078.00
1514348648.61	1078.00
1514348653.87	1077.00
1514348657.84	1078.00
1514348661.81	1077.00
1514348667.07	1077.00
1514348672.33	1077.00
1514348677.59	1078.00
1514348682.85	1077.00
1514348688.11	1077.00
1514348692.07	1078.00
1514348697.34	1077.00
1514348701.3	1078.00
1514348706.56	1077.00
1514348711.82	1078.00
1514348718.05	1078.00
1514348722.34	1077.00
1514348727.6	1077.00
1514348732.86	1078.00
1514348738.12	1078.00
1514348743.38	1077.00
1514348747.35	1078.00
1514348752.61	1077.00
1514348756.57	1078.00
1514348761.83	1078.00
1514348765.8	1077.00
1514348771.06	1077.00
1514348776.32	1078.00
1514348780.29	1078.00
1514348785.66	1077.00
1514348791.35	1078.00
1514348797.37	1078.00
1514348802.62	1078.00
1514348807.88	1077.00
1514348811.85	1078.00
1514348817.22	1078.00
1514348821.08	1077.00
1514348826.34	1077.00
1514348831.6	1078.00
1514348836.87	1078.00
1514348840.83	1077.00
1514348844.8	1078.00
1514348854.03	1078.00
1514348859.29	1077.00
1514348864.55	1077.00
1514348871.35	1078.00
1514348932.58	1078.00
1514352174.83	1078.00
1514352178.8	1078.00
1514352184.06	1078.00
1514352189.32	1077.00
1514352194.58	1077.00
1514352201.13	1078.00
1514352205.1	1077.00
1514352210.36	1078.00
1514352215.62	1078.00
1514352220.88	1077.00
1514352226.14	1078.00
1514352231.41	1078.00
1514352235.37	1078.00
1514352240.63	1078.00
1514352244.6	1078.00
1514352255.12	1078.00
1514352260.38	1078.00
1514352265.64	1078.00
1514352269.61	1078.00
1514352274.87	1078.00
1514352280.13	1078.00
1514352285.4	1078.00
1514352290.65	1078.00
1514352295.91	1078.00
1514352299.88	1077.00
1514352305.14	1077.00
1514352310.39	1078.00
1514352315.65	1077.00
1514352320.91	1077.00
1514352324.88	1078.00
1514352334.11	1077.00
1514352339.37	1077.00
1514352344.63	1078.00
1514352349.89	1078.00
1514352353.86	1077.00
1514352357.83	1077.00
1514352363.09	1078.00
1514352368.35	1077.00
1514352373.61	1078.00
1514352378.87	1078.00
1514352390.68	1077.00
1514352395.94	1077.00
1514352401.2	1077.00
1514352406.46	1078.00
1514352411.72	1077.00
1514352416.98	1077.00
1514352420.95	1078.00
1514352427.5	1077.00
1514352432.76	1077.00
1514352438.02	1078.00
1514352441.99	1077.00
1514352445.96	1078.00
1514352451.22	1078.00
1514352456.48	1078.00
1514352461.74	1078.00
1514352466.99	1077.00
1514352472.25	1078.00
1514352476.23	1077.00
1514352481.48	1078.00
1514352485.45	1078.00
1514352490.71	1077.00
1514352495.97	1077.00
1514352501.23	1077.00
1514352510.46	1077.00
1514352515.72	1078.00
1514352520.98	1077.00
1514352526.25	1078.00
1514352531.5	1077.00
1514352536.76	1077.00
1514352540.73	1078.00
1514352545.99	1077.00
1514352549.96	1078.00
1514352555.22	1077.00
1514352561.77	1078.00
1514352565.74	1077.00
1514352571.0	1078.00
1514352576.26	1078.00
1514352581.52	1077.00
1514352586.78	1077.00
1514352592.04	1077.00
1514352596.01	1077.00
1514352601.27	1077.00
1514352605.25	1077.00
1514352610.51	1078.00
1514352615.77	1077.00
1514352621.02	1078.00
1514352626.28	1078.00
1514352630.25	1077.00
1514352635.51	1078.00
1514352640.77	1078.00
1514352646.03	1077.00
1514352651.29	1077.00
1514352656.55	1078.00
1514352660.52	1078.00
1514352665.78	1077.00
1514352669.75	1078.00
1514352675.01	1078.00
1514352680.27	1078.00
1514352684.24	1078.00
1514352689.5	1077.00
1514352693.47	1077.00
1514352698.74	1078.00
1514352704.0	1078.00
1514352709.25	1078.00
1514352713.22	1078.00
1514352717.19	1078.00
1514352722.45	1078.00
1514352727.71	1078.00
1514352732.99	1078.00
1514352738.23	1078.00
1514352742.2	1077.00
1514352746.17	1078.00
1514352751.43	1078.00
1514352756.69	1078.00
